id,name,credits,college,prereqs,subject,department
FAMST 187OC,Topics in Film and Television Analysis: Oil Culture,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PA,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PC,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PF,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PG,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PH,Occult and Psychedelic Horror,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PK,Pakistani Cinema: Exploring the Nation through Cinema from 1947-Present,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PN,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PR,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187PV,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187QT,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187RA,Topics in Film and Television Analysis: Reviving Analog Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187RC,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187RM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187RW,"Russian War Films, 1911Present",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187RZ,Topics in Film and Television Analysis: Media Art and Activism: Reinventing Zoom,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187SC,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187SD,Topics in Film and Television Analysis: Screendance,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187SE,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187SF,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187SH,Topics in Film and Television Analysis: Short Format Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187SK,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187SM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187SS,Topics in Film and Television Analysis:Adaptation Studies: Screening Shakespeare,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187ST,Topics in Film and Television Analysis: Soundtrack Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187TB,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187TM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187TP,Topics in Film and Television Analysis Theme Park as Media Object,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187TR,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187TS,The Selfie from Caravaggio to the Present,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187TT,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187TV,Topics in Film and Television Analysis: Film and TV of the Sixties,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187VA,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187VC,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187WF,Topics in Film and Television Analysis: Women in Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187WL,Topics in Film and Television Analysis: Wirelessness,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187WM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187WW,Topics in Film and Television Analysis: Cinema and World War II,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187XX,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187YC,Topics in Film and Television Analysis: Youth Culture,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187ZO,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187ZZ,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188A,Basic Screenwriting,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188AD,Writing Adaptations,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188AU,Autobiographical Screenwriting,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188B,Advanced Screenwriting,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188C,Writing Short Films,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188MT,Musical Theatre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188NM,Writing for New Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188SC,Short Form Comedy,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188SS,Storytelling for the Screen,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188TV,Writing for Television,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 188WR,The Writers Room,4,College of Letters and Science,FAMST 188A,FAMST,Film & Media St
FAMST 188WS,Workshop for the Screen,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189AA,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189AC,Topics in Contemporary Media Theory: Algorithms and Culture,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189AH,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189AM,Alternative Media Futures,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189AR,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189CD,Topics in Contemporary Media Theory: Contemporary Documentary,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189CG,Cozy Games,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189CL,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189CT,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189DM,Topics in Contemporary Media Theory: Disability and Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189EV,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189F,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189FC,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189FT,Topics in Contemporary Media Theory: FemTech Lab,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189FX,Topics in Contemporary Media Theory Special Effects: Spectacular Technologies and the Body,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189GN,Topics in Contemporary Media Theory: Global News Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189HK,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189IL,"Invisible Labors: The Past, Present, and Future of Media Technology and Work",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189IR,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189JA,Topics in Contemporary Media Theory: Japanese American Internment Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189LM,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189LR,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189MD,Topics in Contemporary Media Theory: Media/Empire_Decolonization: From Nanook to #NoDAPL,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189ME,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189MF,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189MG,Topics in Contemporary Media Theory: Media and Globalization,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189MM,Topics in Contemporary Media Theory: Media and Modeling,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189MP,Topics in Contemporary Media Theory – Film & Media and Policing,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189MS,"Sports, Media and Modernity",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189NM,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189OM,Occult Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189PA,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189PN,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189PS,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189QT,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189RA,Race and/in AI,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189RM,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189SC,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189SM,"Topics in Contemporary Media Theory: Sound, Media, and Society",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189SS,Software and Society,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189SW,Topics in Contemporary Media Theory: Sounding the World,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189TF,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189TM,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189TT,"Topics in Contemporary Media Theory: Taps & Traps: Surveillance, Observation, Capture",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189TW,Topics in Contemporary Media Theory: The Wire: TV in Focus,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189VT,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 189XX,Topics in Contemporary Media Theory,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190AD,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190AW,"Studies in Film, Media and the Other Arts: Anti-War Media",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190CC,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190DA,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190DT,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190FT,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190IS,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190PC,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190SC,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190SE,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190ST,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190TN,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190TS,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190TV,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190VA,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190WG,"Women, Work, and Gambling",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 190XX,"Studies in Film, Media and the Other Arts",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 192,Topics in Film and Media Theory,5,College of Letters and Science,ED IA 96,FAMST,Film & Media St
FAMST 192CT,Topics in Film and Media Theory: Cultural Thory,5,College of Letters and Science,ED IA 96,FAMST,Film & Media St
FAMST 192DT,Topics in Film and Media Theory: Digital Theory,5,College of Letters and Science,ED IA 96,FAMST,Film & Media St
FAMST 192FC,Theories of Filmgoing and Mass Culture,5,College of Letters and Science,ED IA 96,FAMST,Film & Media St
FAMST 192FT,Topics in Film and Media Theory,5,College of Letters and Science,ED IA 96,FAMST,Film & Media St
FAMST 192GT,Genre Theory,5,College of Letters and Science,ED IA 96,FAMST,Film & Media St
FAMST 192PM,Topics in Film and Media Theory: Popular Music and Youth Culture,5,College of Letters and Science,ED IA 96,FAMST,Film & Media St
FAMST 193,"The Carsey-Wolf Center Practicum: Contemporary Programming, Distribution, and Exhibition.",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 195FJ,Focus Media Journal,4,College of Letters and Science,,FAMST,Film & Media St
