id,name,credits,college,prereqs,subject,department
FAMST 109VP,Special Topics in Film Production,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 109WM,Special Topics in Film Production,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 109WP,Special Topics in Film Production,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 110,Professional Development,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 112,Lighting for the Moving Image,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113AI,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113AM,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113AU,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113AV,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113AY,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113CM,Special Topics in Film and Media Studies: Comedy Writing,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113CS,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113EC,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113GM,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113IW,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113LS,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113MS,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113PC,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113PN,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113PW,Special Topics in Film and Media Studies: Pilot Writing,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113SA,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113SB,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113SS,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113SW,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113WH,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 113WJ,Special Topics in Film and Media Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 115,Sound Production,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 115S,Advanced Sound Production,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 116,Editing,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 118,Sponsored Campus Production,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 118GS,Green Screen,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 118LP,Lift Off,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 119,Film Festivals,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 119ML,Film Programming: Magic Lantern,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 120,Japanese Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 121,Chinese Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122,Topics in National and Transnational Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122AA,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122AC,Contemporary Arab Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122AD,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122AE,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122AG,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122AR,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122AU,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122AZ,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122CA,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122CN,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122CU,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122EA,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122EC,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122EU,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122FF,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122FI,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122FL,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122FR,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122HE,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122HK,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122HU,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122IC,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122IM,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122IN,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122IT,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122JA,Topics in National and Transnational Media: Japanese Anime,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122KO,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122MC,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122ME,Topics in National and Transnational Media: Middle East Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122NA,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122NG,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122NI,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122PC,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122RA,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122TH,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122TN,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122UK,Ukrainian Cinema and Culture,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 122WN,Topics in National Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 123,Middle East Media,4,College of Letters and Science,| FAMST 46,FAMST,Film & Media St
FAMST 124,Indian Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 124V,Modern Indian Visual Culture,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 125,Topics in Documentary Film and Media Studies,4,College of Letters and Science,"| FAMST 46, FAMST 70",FAMST,Film & Media St
FAMST 125DF,Documentary Films after 1960,4,College of Letters and Science,"| FAMST 46, FAMST 70",FAMST,Film & Media St
FAMST 125DT,Documentary Truths,4,College of Letters and Science,"| FAMST 46, FAMST 70",FAMST,Film & Media St
FAMST 126,Cuban Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 127,Latin American Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 127M,Mexican Film and Television,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 128,"Topics in Film, Television, & Digital Comedy",4,College of Letters and Science,"| FAMST 46, FAMST 70",FAMST,Film & Media St
FAMST 128A,Silent Film Comedy,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 129,"Media, Culture, and Society in Latin America and Iberia",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 130B,Russian Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 134,French and Francophone Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 140,The Western,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 142,The War Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 143,Science Fiction Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 144,The Horror Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 147,The Thriller,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 148,Special Topics in Film Aesthetics,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 148FM,Special Topics in Film Aesthetics: Film Music,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150AD,Topics In Film Genre: Adaptation,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150AG,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150AI,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150BB,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150CB,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150CC,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150CF,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150CM,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150CR,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150CY,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150FB,Flesh and Blood,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150FT,Fairy Tale Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150GD,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150HB,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150JH,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150LA,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150PC,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150PG,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150QT,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150RC,Revisiting the Classics,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150RM,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150SF,Topics In Film Genre: Short Films,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150SW,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150VV,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150WE,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 150XX,Topics In Film Genre,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151,American Film History,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151AE,American Film History: Film and Culture of the 80s,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151EN,American Film History,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151FO,American Film History,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151FR,American Film History,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151HB,American Film History,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151IM,American Film History,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151ND,New Deal Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151NI,American Film History,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 151SV,American Film History,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 154PG,Topics in Film and Popular Culture,4,College of Letters and Science,"| FAMST 46, FAMST 70",FAMST,Film & Media St
FAMST 155,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155A,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155AA,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155AB,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155AE,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155AF,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155AH,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155AI,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155B,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155BA,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155BB,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155BK,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155BL,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155CB,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155CC,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155CD,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155CL,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155CN,Directors: Christopher Nolan,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155CR,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155DE,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155DF,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155DS,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155EA,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155EX,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155FC,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155FF,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155FG,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155GD,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155HH,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155IA,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155ID,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155JR,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155KB,Directors: Kathryn Bigelow,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155MN,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155MS,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155NH,Directors: New Hollywood Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155PP,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155PS,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155QT,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155RA,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155RD,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155RR,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155RW,Directors: R. W. Fassbinder,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155SE,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155SK,Stanley Kubrick,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155SL,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155SP,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155SR,Directors: Satyajit Ray,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155SS,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155SW,Directors: Star Wars,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155T,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155WA,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155WE,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155WS,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155WW,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 155XX,Directors,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 163,Women and Film: Feminist Perspectives,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165AC,Film and Social Reality: Algorithms and Culture,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165AM,Austerity Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165B,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165BA,Film and Social Reality: Black Auteurs,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165CC,Cinema and Censorship,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165CN,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165DA,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165DJ,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165DK,Film and Social Reality: Don't Knock the Rock,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165EF,Film and Social Reality: The Essay Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165GM,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165GS,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165LY,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165MG,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165MS,Film and Social Reality,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 165MV,Film and Social Reality: Media Violence,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166AI,Alchemy and Imagination,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166AR,Special Topics in Cultural Studies: Alchemy and Reverie,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166CC,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166CG,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166CL,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166DA,Special Topics in Cultural Studies: American Democracy on Screen,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166DC,Cinema in the Digital Age,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166DM,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166EG,Special Topics in Cultural Studies: Experimental Games,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166EM,"Special Topics in Cultural Studies: Energy, Media, Culture",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166FC,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166GG,Special Topics in Cultural Studies: Green Games,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166IG,Special Topics in Cultural Studies: Indie Games,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166ME,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166MI,Special Topics in Cultural Studies: Mediating Islam,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166MS,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166NM,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166QH,Queer Media Histories and Historiography,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166SM,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166SV,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166TG,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166TN,Special Topics in Cultural Studies: Television Narrative Form and Style,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166TQ,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166TS,"Special Topics in Cultural Studies: Media, Technology and Society",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166TV,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 166YC,Special Topics in Cultural Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 169,Film Noir,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 175,Experimental Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 182,Introduction to Environmental Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 183,Film and Media of the Natural and Human Environment,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 184,Film Music,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187AA,Topics in Film and Television Analysis: Critical Approaches to Animation,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187AC,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187AI,Artificial Intelligence and Media Industries,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187AK,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187AM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187AN,Topics in Film and Television Analysis: American Films of the 90s,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187AR,Topics in Film and Television Analysis: Archiving,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187AS,Humane Cinema: Media and Animal Studies,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187BB,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187BD,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187BK,Topics in Film and Television Analysis: Buster Keaton,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187BL,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CA,Topics in Film and Television Analysis: Cinema and Modernism,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CC,Topics in Film and Television Analysis: Global Chaplin,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CG,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CJ,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CK,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CM,Topics in Film and Television Analysis: Conspiracy Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CN,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CO,Topics in Film and Television Analysis: Theories of Comedy,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CP,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CW,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187CY,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187DC,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187DD,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187DI,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187DJ,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187DM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187DP,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187EE,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187EF,Essay Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187ET,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187FB,Topics in Film and Television Analysis: Flesh and Blood,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187FC,Topics in Film and Television Analysis: Fan Culture,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187FF,Topics in Film and Television Analysis: Film Festivals,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187FL,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187FM,The Future of Media,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187FN,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187FP,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187FT,Topics in Film and Television Analysis: Film and TV of the Sixties,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187GC,Topics in Film and Television Analysis Global Cinema Going,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187GG,Topics in Film and Television Analysis: Global Genres,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187GM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187GR,"Gender, Romance, and Cinema",4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187HA,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187HH,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187HI,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187HK,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187HM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187IN,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187IR,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187IS,Topics in Film and Television Analysis: Mediating Islam,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187JC,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187KW,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187LA,Topics in Film and Television Analysis: Latin American Cinema,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187LM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187MA,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187MD,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187ME,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187MF,Topics in Film and Television Analysis: Marxist Film,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187MG,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187MI,Topics in Film and Television Analysis: Medical Imagination,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187MS,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187MV,Topics in Film and Television Analysis: Media and Violence,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187ND,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187NL,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187NM,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187NP,Topics in Film and Television Analysis: Nazi Propaganda Film and Global Politics,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187NS,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
FAMST 187NT,Topics in Film and Television Analysis,4,College of Letters and Science,,FAMST,Film & Media St
